"tournament_slug","tournament_id","name","region"
"emea_masters_summer_2023","110535609415063567","Team 7AM","Elite Series"
"worlds_2022","108998961191900167","Royal Never Give Up","LPL"
"ebl_spring_2023","109467260897553204","Ankora Gaming","Esports Balkan League"
"liga_portuguesa_spring_2022","107417530552861626","Odivelas Sports Club","Liga Portuguesa"
"pcs_summer_playoffs_2023","110847340080101648","Frank Esports","PCS"
"ase_2020","105386292089445027","Bwipo Dream Team","All-Star Event"
"worlds_2021","106926282333089592","INFINITY","LLA"
"lla_opening_2023","109672513958565698","Six Karma","LLA"
"european-masters-spring-2020","103936903203607374","WLGaming Esports","Greek Legends League"
"ljl_summer_2021","106269757536651711","Crest Gaming Act","LJL"
"pg_nationals_spring_2021","105539775517396799","Axolotl Esports","PG Nationals"
"ase_2020","105386292089445027","LCK Queue Kings","All-Star Event"
"pcs_spring_playoffs_2023","110017385374098523","The Chiefs","LCO"
"nacl_qualifiers_1_summer_2023","110428603624764603","Miracle","LCS Challengers Qualifiers"
"emea_masters_summer_2023","110535609415063567","BRUTE","Hitpoint Masters"
"nacl_qualifiers_2_summer_2023","110733838935136200","Winthrop University","LCS Challengers Qualifiers"
"lcs_lock_in_2021","105522217230238828","CLG","LCS"
"pcs_spring_playoffs_2023","110017385374098523","Beyond Gaming","PCS"
"european_masters_summer_2021_main_event","106748850929174796","Mousesports","Prime League"
"nacl_qualifiers_2_summer_2023","110733838935136200","Apex Mission Impossible","LCS Challengers Qualifiers"
"emea_masters_summer_2023","110535609415063567","FUT ESPORTS","TCL"
"pcs_summer_playoffs_2023","110847340080101648","J Team","PCS"
"lcs_lock_in_2021","105522217230238828","Immortals Progressive","LCS"
"pcs_summer_playoffs_2023","110847340080101648","The Chiefs","LCO"
"emea_masters_summer_2023","110535609415063567","Nord Esports","NLC"
"nacl_qualifiers_1_spring_2023","109518742310926152","Conviction","LCS Challengers Qualifiers"
"lcs_lock_in_2022","107458335260330212","Cloud9","LCS"
"nacl_qualifiers_1_spring_2023","109518742310926152","Mirage","LCS Challengers Qualifiers"
"european_masters_summer_2022_play_ins","108746545967156991","SK Gaming Prime","Prime League"
"nacl_qualifiers_2_summer_2023","110733838935136200","Return of the Middlesticks","LCS Challengers Qualifiers"
"emea_masters_spring_main_2023","110016463793610620","Movistar Riders","SuperLiga"
"ase_2020","105386292089445027","LCK Legends","All-Star Event"
"ase_2020","105386292089445027","TCL All-Stars","All-Star Event"
"lec_season_finals_2023","110848560874526298","SK Gaming","LEC"
"ase_2020","105386292089445027","LJL All-Stars","All-Star Event"
"ase_2020","105386292089445027","LCS Queue Kings","All-Star Event"
"european_masters_spring_2021_main_event","105990084003609117","G2 Arctic","SuperLiga"
"ase_2020","105386292089445027","LPL Legends","All-Star Event"
"mss_2021","105788932118361426","Dignitas","LCS"
"lck_regional_finals_2021","106840590962292347","T1","LCK"
"lck_regional_finals_2022","108797577868041021","Dplus Kia","LCK"
"tcl_winter_2020","103495775740097550","5 Ronin","TCL"
"pcs_summer_playoffs_2023","110847340080101648","Team Bliss","LCO"
"lck_challengers_summer_2022","108211175216687366","DK Challengers","LCK Challengers"
"nacl_summer_2023","110574243270525539","Wildcard","LCS Challengers"
"lec_summer_2022","108176672283976661","Misfits Gaming","LEC"
"tcl_winter_2022","107566408953200568","GALAKTICOS","TCL"
"lco_split_1_2022","107439320897210747","PEACE","LCO"
"lco_split_1_2023","109675619694467439","The Chiefs","LCO"
"lec_summer_2021","106269680921022418","KOI","LEC"
"cblol_split_2_2021","106297375705058741","FURIA","CBLOL"
"tcl_winter_2020","103495775740097550","Dark Passage","TCL"
"tcl_winter_2020","103495775740097550","Papara SuperMassive ","TCL"
"cblol_academy_2023_split_2","110413232002702589","Liberty Academy","CBLOL Academy"
"pg_nationals_spring_2022","107457033672415830","GGEsports","PG Nationals"
"lcs_summer_2021","105658534671026792","CLG","LCS"
"lrs_closing_2023","110372454557117766","Meta Gaming","South Regional League"
"lck_summer_2022","108195478954601542","NongShim REDFORCE","LCK"
"worlds_2021","106926282333089592","Hanwha Life Esports","LCK"
"lck_challengers_summer_2022","108211175216687366","KDF Challengers","LCK Challengers"
"tcl_winter_2021","105562822074055437","GALAKTICOS","TCL"
"lco_split_2_2023","109675608880518030","Vertex ESC","LCO"
"msi_2021","105873410870441926","Pentanet.GG","LCO"
"hitpoint_masters_summer_2021","106419362022708584","Dark Tigers","Hitpoint Masters"
"lck_spring_2023","109625152894842837","Dplus Kia","LCK"
"nlc_summer_2021","106340473013395166","Resolve","NLC"
"ebl_summer_2023","110418013822985087","Cyber Wolves Esports","Esports Balkan League"
"ljl_spring_2020","103540397353089204","V3 Esports","LJL"
"ljl_spring_2022","107455808271204256","AXIZ","LJL"
"ljl_spring_2022","107455808271204256","V3 Esports","LJL"
"superliga_spring_2021","105562529622379161","G2 Arctic","SuperLiga"
"lcl_spring_2022","107417471555810057","CrowCrowd Moscow","LCL"
"prime_league_spring_2023","109539770333903339","Unicorns of Love Sexy Edition","Prime League"
"lck_2020_split1","103540363364808496","Dplus Kia","LCK"
"lck_spring_2021","105522984810490982","Liiv SANDBOX","LCK"
"hitpoint_masters_spring_2023","109467357559212289","Cryptova","Hitpoint Masters"
"pcs_summer_2022","108166997301178190","SEM9","PCS"
"pcs_summer_2022","108166997301178190","J Team","PCS"
"cblol_academy_split_2_2022","108211948453261786","paiN Academy","CBLOL Academy"
"liga_portuguesa_spring_2022","107417530552861626","Karma Clan Esports","Liga Portuguesa"
"lec_summer_2020","104169295253189561","KOI","LEC"
"elite_series_spring_2023","109467335886224883","Benelux United","Elite Series"
"lla_closing_2022","108197521933954516","INFINITY","LLA"
"lcs_summer_2020","104174992692075107","Evil Geniuses LG","LCS"
"worlds_2020","104841804583318464","INTZ","CBLOL"
"lfl_spring_2023","109467129925344897","Aegis","La Ligue Française"
"lcl_summer_2021","106269769724268826","CrowCrowd Moscow","LCL"
"lcs_spring_2023","109517090066605615","Golden Guardians","LCS"
"cblol_academy_2023_split_1","109523665497010762","Vivo Keyd Stars Academy","CBLOL Academy"
"lec_spring_2020","103462459318635408","Schalke 04 Esports","LEC"
"lck_2020_split1","103540363364808496","T1","LCK"
"lck_summer_2020","104174613295388764","T1","LCK"
"lfl_2022_summer","108158179538212767","Team BDS Academy","La Ligue Française"
"lco_split_2_2021","106273204408903419","The Chiefs","LCO"
"lck_summer_2021","106269654659501670","DRX","LCK"
"superliga_summer_2021","106312505037543791","Giants","SuperLiga"
"lec_summer_2021","106269680921022418","MAD Lions","LEC"
"cblol_split_2_2021","106297375705058741","paiN Gaming","CBLOL"
"emea_masters_spring_main_2023","110016463793610620","LDLC OL","La Ligue Française"
"esports_balkan_league_summer_2021","106385973090763431","ASUS ROG Elite","Esports Balkan League"
"cblol_academy_split_2_2022","108211948453261786","LOUD Academy","CBLOL Academy"
"lck_challengers_spring_2022","107439257586040014","NONGSHIM ESPORTS ACADEMY","LCK Challengers"
"pcs_spring_2023","109704924270305512","CTBC Flying Oyster","PCS"
"lec_spring_2020","103462459318635408","EXCEL","LEC"
"lcs_spring_2022","107458367237283414","Immortals Progressive","LCS"
"lla_opening_2021","105551618304300204","Estral Esports","LLA"
"lla_opening_2021","105551618304300204","Kaos Latin Gamers","LLA"
"lla_opening_2021","105551618304300204","Movistar R7","LLA"
"superliga_summer_2021","106312505037543791","BCN Squad","SuperLiga"
"superliga_summer_2021","106312505037543791","eMonkeyz SDH","SuperLiga"
"cblol_2020_split1","103478354329449186","KaBuM! Esports","CBLOL"
"vcs_summer_2023","110416959491275651","GAM Esports","VCS"
"lec_summer_2021","106269680921022418","Astralis","LEC"
"elite_series_spring_2022","107563481236862420","The Agency","Elite Series"
"lec_summer_2023","110429332688604205","EXCEL","LEC"
"lck_spring_2021","105522984810490982","DRX","LCK"
"superliga_spring_2021","105562529622379161","Herbalife Real Betis","SuperLiga"
"cblol_split_2_2020","104202471497759152","Liberty","CBLOL"
"lfl_2022_spring","107468370558963709","Vitality.Bee","La Ligue Française"
"greek_legends_league_spring_2021","105522904800920947","Hell Zerolag Esports","Greek Legends League"
"emea_masters_summer_2023","110535609415063567","Bisons","SuperLiga"
"lck_challengers_summer_2023","110378429156980338","kt Challengers","LCK Challengers"
"arabian_league_spring_2023","109545777182748074","Nigma Galaxy","Arabian League"
"lcs_spring_2020","103462439438682788","TSM","LCS"
"lrn_closing_2023","110372140231846916","Pirate Dream","North Regional League"
"lrn_closing_2023","110372140231846916","Fuego","North Regional League"
"tcl_spring_2023","109467188125028146","FUT ESPORTS","TCL"
"tcl_spring_2023","109467188125028146","Beşiktaş","TCL"
"pcs_summer_2022","108166997301178190","Frank Esports","PCS"
"superliga_spring_2023","109467087406180264","Rebels","SuperLiga"
"pg_nationals_summer_2022","108166853206827117","Atleta Esport","PG Nationals"
"superliga_spring_2021","105562529622379161","Movistar Riders","SuperLiga"
"hitpoint_masters_spring_2021","105596516630284353","Vikingekrig Esports","Hitpoint Masters"
"elite_series_spring_2023","109467335886224883","Team 7AM","Elite Series"
"lec_spring_2022","107417059262120466","KOI","LEC"
"lck_spring_2021","105522984810490982","T1","LCK"
"worlds_2020","104841804583318464","Machi Esports","PCS"
"lcs_spring_2023","109517090066605615","Immortals Progressive","LCS"
"pcs_spring_playoffs_2023","110017385374098523","CTBC Flying Oyster","PCS"
"lck_summer_2020","104174613295388764","Hanwha Life Esports","LCK"
"prime_league_summer_2023","110343648526792583","SK Gaming Prime","Prime League"
"lec_winter_2023","109466537705744120","Astralis","LEC"
"lck_2020_split1","103540363364808496","Liiv SANDBOX","LCK"
"ljl_spring_2023","109710208772220245","Burning Core","LJL"
"lfl_summer_2023","110424922266960422","BK ROG Esports","La Ligue Française"
"cblol_academy_split_1_2022","107565607659994755","paiN Academy","CBLOL Academy"
"cblol_split_2_2022","108211865716506571","FURIA","CBLOL"
"lla_opening_2022","107530554766055254","INFINITY","LLA"
"lck_challengers_summer_2021","106308351107145908","KDF Challengers","LCK Challengers"
"prime_league_spring_2023","109539770333903339","NNO Prime","Prime League"
"lck_regional_finals_2021","106840590962292347","NongShim REDFORCE","LCK"
"lfl_2021_spring","105568157420311272","Solary","La Ligue Française"
"european_masters_spring_2021_play_ins","105945560578760612","White Dragons","Liga Portuguesa"
"lrs_closing_2023","110372454557117766","Primate","South Regional League"
"arabian_league_summer_2023","110422923164198764","Fox Gaming","Arabian League"
"superliga_spring_2022","107468241207873310","Finetwork KOI","SuperLiga"
"gll_summer_2023","110428723804419399","Panathinaikos Esports","Greek Legends League"
"lck_challengers_spring_2023","109625523800645158","KDF Challengers","LCK Challengers"
"msi_2022","107905284983470149","ORDER","LCO"
"european_masters_spring_2022_play_ins","107893136888836553","Topo Centras Iron Wolves","Ultraliga"
"tcl_summer_2023","110429898578299667","Beşiktaş","TCL"
"pcs_summer_2021","106269875362449980","Beyond Gaming","PCS"
"nacl_summer_2023","110574243270525539","Evil Geniuses Challengers","LCS Challengers"
"lck_spring_2023","109625152894842837","Gen.G","LCK"
"lco_split_1_2023","109675619694467439","MAMMOTH","LCO"
"lec_summer_2020","104169295253189561","Schalke 04 Esports","LEC"
"cblol_split_2_2022","108211865716506571","KaBuM! Esports","CBLOL"
"ljl_academy_2023","110507407705819578","DFM Academy","LJL Academy"
"lck_summer_2022","108195478954601542","Hanwha Life Esports","LCK"
"worlds_2021","106926282333089592","Suzhou LNG Esports","LPL"
"lck_challengers_summer_2022","108211175216687366","Liiv SANDBOX Youth","LCK Challengers"
"cblol_2023_split_2","110413046183015975","KaBuM! Esports","CBLOL"
"lcs_summer_2021","105658534671026792","Golden Guardians","LCS"
"hitpoint_masters_spring_2022","107575089348919003","Entropiq","Hitpoint Masters"
"hitpoint_masters_spring_2022","107575089348919003","Dynamo Eclot","Hitpoint Masters"
"ljl_summer_2023","110395308894756789","FENNEL","LJL"
"nlc_summer_2022","108172137675600410","Bifrost","NLC"
"lla-closing-2020","104237136838348356","Furious Gaming","LLA"
"nlc_summer_2022","108172137675600410","Nyyrikki","NLC"
"liga_portuguesa_summer_2022","108171576055718204","GTZ Esports","Liga Portuguesa"
"lck_summer_2023","110371551277508787","Liiv SANDBOX","LCK"
"esports_balkan_league_summer_2022","108155414582681011","Diamant Esports","Esports Balkan League"
"superliga_summer_2022","108171648025800968","Giants","SuperLiga"
"lcs_summer_2022","108206581962155974","Team Liquid Honda","LCS"
"nlc_2021_split1","105562790070504659","Granit Gaming","NLC"
"superliga_spring_2023","109467087406180264","Finetwork KOI","SuperLiga"
"lec_spring_2023","109919226376366902","Fnatic","LEC"
"cblol_split_2_2020","104202471497759152","KaBuM! Esports","CBLOL"
"tcl_summer_2021","106269459003590888","GALAKTICOS","TCL"
"tcl_summer_2021","106269459003590888","Galatasaray Espor","TCL"
"nlc_summer_2021","106340473013395166","Nordavind","NLC"
"lla_closing_2022","108197521933954516","Estral Esports","LLA"
"nlc_spring_2023","109467209705050129","Verdant","NLC"
"prime_league_summer_2022","108158210393938046","PENTA 1860","Prime League"
"lck_spring_2021","105522984810490982","kt Rolster","LCK"
"superliga_spring_2021","105562529622379161","Team Queso","SuperLiga"
"lfl_2021_summer","106313258182079617","Team GO","La Ligue Française"
"lck_summer_2020","104174613295388764","DRX","LCK"
"lec_spring_2023","109919226376366902","Astralis","LEC"
"eu_masters_summer_2020","104727755399361381","Topo Centras Iron Wolves","Ultraliga"
"cblol_academy_2023_split_1","109523665497010762","INTZ Academy","CBLOL Academy"
"lcs_summer_2020","104174992692075107","Team Liquid Honda","LCS"
"cblol_academy_split_1_2022","107565607659994755","RED Academy","CBLOL Academy"
"tcl_summer_2022","108197589213750000","DenizBank İstanbul Wildcats","TCL"
"lec_summer_2020","104169295253189561","G2 Esports","LEC"
"superliga_spring_2022","107468241207873310","Los Heretics","SuperLiga"
"european_masters_summer_2021_main_event","106748850929174796","Macko Esports","PG Nationals"
"tcl_summer_2020","104248884617992857","Beşiktaş","TCL"
"ultraliga_spring_2021","105562656842928291","K1CK Neosurf","Ultraliga"
"ultraliga_spring_2021","105562656842928291","7more7 Pompa Team","Ultraliga"
"hitpoint_masters_spring_2023","109467357559212289","Entropiq","Hitpoint Masters"
"lcs_lock_in_2021","105522217230238828","Cloud9","LCS"
"lck_challengers_spring_2023","109625523800645158","HLE Challengers","LCK Challengers"
"lck_challengers_spring_2023","109625523800645158","DK Challengers","LCK Challengers"
"ljl_spring_2021","105562833911566614","DetonatioN FocusMe","LJL"
"prime_league_spring_2021","105562556573338448","Schalke 04 Evolution","Prime League"
"european_masters_summer_2021_play_ins","106744065768553123","Topo Centras Iron Wolves","Ultraliga"
"vcs_spring_2023","109749565997987636","Team Secret","VCS"
"worlds_2021","106926282333089592","Gen.G","LCK"
"liga_portuguesa_summer_2021","106311748110571694","EFIVE Esports","Liga Portuguesa"
"ultraliga_spring_2023","109539822190865259","Komil&Friends","Ultraliga"
"msi_2021","105873410870441926","PSG Talon","PCS"
"nacl_spring_2023","109518697660746274","CLG Challengers","LCS Challengers"
"lcl_spring_2022","107417471555810057","Team Spirit","LCL"
"nlc_summer_2022","108172137675600410","Riddle Esports","NLC"
"emea_masters_summer_2023","110535609415063567","WLGaming Esports","Greek Legends League"
"cblol_2023_split_2","110413046183015975","paiN Gaming","CBLOL"
"esports_balkan_league_spring_2021","105596416963238709","ASUS ROG Elite","Esports Balkan League"
"tcl_spring_2023","109467188125028146","Papara SuperMassive ","TCL"
"ljl_summer_2022","108231751506773283","Burning Core","LJL"
"cblol_2023_split_1","109523641416750631","Liberty","CBLOL"
"lcs_spring_2023","109517090066605615","100 Thieves","LCS"
"cblol_2023_split_2","110413046183015975","Los Grandes","CBLOL"
"cblol_academy_split_1_2022","107565607659994755","LOUD Academy","CBLOL Academy"
"lck_challengers_summer_2023","110378429156980338","BRO Challengers","LCK Challengers"
"lla_opening_2022","107530554766055254","All Knights","LLA"
"worlds_2022","108998961191900167","Isurus","LLA"
"lco_split_2_2022","108197674522551242","The Chiefs","LCO"
"pg_nationals_summer_2023","110444946767792846","Anc Outplayed","PG Nationals"
"european_masters_summer_2021_main_event","106748850929174796","Karmine Corp","La Ligue Française"
"superliga_summer_2023","110349992504762921","Rebels","SuperLiga"
"nacl_qualifiers_2_summer_2023","110733838935136200","Team Coachify","LCS Challengers Qualifiers"
"cblol_academy_split_1_2021","105562692792011783","INTZ Academy","CBLOL Academy"
"cblol_academy_split_1_2021","105562692792011783","paiN Academy","CBLOL Academy"
"arabian_league_summer_2023","110422923164198764","Geekay Esports","Arabian League"
"lcs_summer_2021","105658534671026792","Immortals Progressive","LCS"
"gll_spring_2023","109467311739792322","WLGaming Esports","Greek Legends League"
"msi_2022","107905284983470149","G2 Esports","LEC"
"lck_2020_split1","103540363364808496","DRX","LCK"
"elite_series_spring_2022","107563481236862420","ION SQUAD","Elite Series"
"ultraliga_summer_2023","110310652404523974","EXEED","Ultraliga"
"lck_summer_2021","106269654659501670","Kwangdong Freecs","LCK"
"ultraliga_spring_2021","105562656842928291","Illuminar Gaming","Ultraliga"
"ljl_summer_2023","110395308894756789","DetonatioN FocusMe","LJL"
"lpl_summer_2023","110428848766564346","Invictus Gaming","LPL"
"lck_challengers_spring_2022","107439257586040014","DK Challengers","LCK Challengers"
"ljl_academy_2023","110507407705819578","SHG Academy","LJL Academy"
"nlc_summer_2021","106340473013395166","HMA Fnatic Rising","NLC"
"lla_closing_2022","108197521933954516","Movistar R7","LLA"
"ultraliga_spring_2023","109539822190865259","Grypciocraft Esports","Ultraliga"
"superliga_summer_2023","110349992504762921","Los Heretics","SuperLiga"
"elite_series_spring_2023","109467335886224883","HEET","Elite Series"
"lec_summer_2023","110429332688604205","Team BDS","LEC"
"ultraliga_spring_2023","109539822190865259","Alior Bank Team","Ultraliga"
"arabian_league_spring_2023","109545777182748074","Geekay Esports","Arabian League"
"european_masters_spring_2021_main_event","105990084003609117","Illuminar Gaming","Ultraliga"
"european_masters_spring_2021_main_event","105990084003609117","Mousesports","Prime League"
"lec_spring_2020","103462459318635408","KOI","LEC"
"superliga_spring_2023","109467087406180264","Movistar Riders","SuperLiga"
"superliga_spring_2023","109467087406180264","Barça Esports","SuperLiga"
"lec_spring_2021","105522958532258735","G2 Esports","LEC"
"tcl_summer_2021","106269459003590888","DenizBank İstanbul Wildcats","TCL"
"nlc_spring_2022","107417432877679361","Team Singularity","NLC"
"lec_summer_2020","104169295253189561","SK Gaming","LEC"
"elite_series_spring_2023","109467335886224883","ZennIT","Elite Series"
"prime_league_summer_2022","108158210393938046","Wave Esports","Prime League"
"prime_league_summer_2022","108158210393938046","E WIE EINFACH E-SPORTS","Prime League"
"lcs_summer_2020","104174992692075107","Golden Guardians","LCS"
"mss_2021","105788932118361426","Team Liquid Honda","LCS"
"hitpoint_masters_summer_2022","108155621258059329","Entropiq","Hitpoint Masters"
"cblol_split_1_2022","107405837336179496","LOUD","CBLOL"
"greek_legends_league_summer_2022","108171529103782009","Team Phantasma","Greek Legends League"
"lla_closing_2023","110411420269584926","Team Aze","LLA"
"lck_challengers_spring_2021","105562431502825774","Gen.G Global Academy","LCK Challengers"
"lfl_2021_summer","106313258182079617","Vitality.Bee","La Ligue Française"
"liga_portuguesa_spring_2023","109467367966036144","GTZ Esports","Liga Portuguesa"
"pcs_spring_2022","107693721179065689","Hurricane Gaming","PCS"
"lec_spring_2021","105522958532258735","Astralis","LEC"
"lcs_lock_in_2022","107458335260330212","100 Thieves","LCS"
"nacl_qualifiers_2_summer_2023","110733838935136200","CB Gaming","LCS Challengers Qualifiers"
"ljl_academy_2021","106828136191077157","SHG Academy","LJL Academy"
"gll_summer_2023","110428723804419399","Anorthosis Famagusta Esports","Greek Legends League"
"pg_nationals_spring_2021","105539775517396799","Samsung Morning Stars","PG Nationals"
"emea_masters_summer_2023","110535609415063567","Karmine Corp","La Ligue Française"
"ultraliga_spring_2021","105562656842928291","AGO Rogue","Ultraliga"
"lfl_2022_summer","108158179538212767","GameWard","La Ligue Française"
"cblol_academy_2023_split_2","110413232002702589","LOUD Academy","CBLOL Academy"
"lck_academy_01_2022","108256075285852973","Kwangdong Freecs Academy","LCK Academy"
"lco_split_2_2022","108197674522551242","Kanga Esports","LCO"
"elite_series_summer_2023","110424377524465827","KRC Genk Esports","Elite Series"
"elite_series_summer_2023","110424377524465827","ZennIT","Elite Series"
"lck_challengers_spring_2021","105562431502825774","kt Challengers","LCK Challengers"
"lcs_summer_2022","108206581962155974","FlyQuest","LCS"
"prime_league_spring_2022","107417741193036913","Wave Esports","Prime League"
"pcs_summer_2020","104372946599464241","Machi Esports","PCS"
"greek_legends_league_spring_2022","107575345394138670","Olympiacos Alimou esports","Greek Legends League"
"nlc_2021_split1","105562790070504659","KOVA Esports","NLC"
"elite_series_summer_2022","108172713549542364","mCon esports","Elite Series"
"prime_league_spring_2021","105562556573338448","Berlin International Gaming","Prime League"
"hitpoint_masters_summer_2022","108155621258059329","Dynamo Eclot","Hitpoint Masters"
"superliga_spring_2023","109467087406180264","Guasones","SuperLiga"
"superliga_spring_2023","109467087406180264","UCAM","SuperLiga"
"eu_masters_summer_2020","104727755399361381","Schalke 04 Evolution","Prime League"
"lck_challengers_spring_2021","105562431502825774","KDF Challengers","LCK Challengers"
"lec_winter_2023","109466537705744120","Team BDS","LEC"
"lck_challengers_summer_2023","110378429156980338","KDF Challengers","LCK Challengers"
"nlc_summer_2021","106340473013395166","Riddle Esports","NLC"
"nlc_summer_2023","110425082378454783","Ruddy Esports","NLC"
"ultraliga_summer_2022","108171991239909862","Gentlemen's Gaming","Ultraliga"
"greek_legends_league_spring_2022","107575345394138670","Hell Zerolag Esports","Greek Legends League"
"lcs_spring_2020","103462439438682788","Team Liquid Honda","LCS"
"pg_nationals_summer_2022","108166853206827117","Anc Outplayed","PG Nationals"
"hitpoint_masters_summer_2022","108155621258059329","Cryptova","Hitpoint Masters"
"lla_closing_2023","110411420269584926","INFINITY","LLA"
"lck_challengers_summer_2023","110378429156980338","NONGSHIM ESPORTS ACADEMY","LCK Challengers"
"tcl_summer_2022","108197589213750000","Info Yatırım Aurora","TCL"
"lck_challengers_summer_2021","106308351107145908","DRX Challengers","LCK Challengers"
"eu_masters_summer_2020","104727755399361381","HMA Fnatic Rising","NLC"
"nlc_summer_2023","110425082378454783","Nativz","NLC"
"lcl_spring_2021","105663539171928276","CrowCrowd Moscow","LCL"
"greek_legends_league_summer_2021","106295147953460518","Hell Zerolag Esports","Greek Legends League"
"emea_masters_summer_2023","110535609415063567","Macko Esports","PG Nationals"
"lck_summer_2021","106269654659501670","Dplus Kia","LCK"
"lec_spring_2023","109919226376366902","SK Gaming","LEC"
"superliga_spring_2022","107468241207873310","UCAM","SuperLiga"
"pg_nationals_spring_2022","107457033672415830","Anc Outplayed","PG Nationals"
"cblol_2020_split1","103478354329449186","Liberty","CBLOL"
"tcl_winter_2021","105562822074055437","Beşiktaş","TCL"
"nacl_spring_2023","109518697660746274","Cloud9 Challengers","LCS Challengers"
"nacl_spring_2023","109518697660746274","TSM Challengers","LCS Challengers"
"ljl_academy_2022","108216929091956060","V3 Academy","LJL Academy"
"elite_series_spring_2022","107563481236862420","mCon esports","Elite Series"
"elite_series_spring_2022","107563481236862420","KV Mechelen Esports","Elite Series"
"ljl_summer_2021","106269757536651711","Burning Core","LJL"
"superliga_summer_2022","108171648025800968","Movistar Riders","SuperLiga"
"lfl_summer_2023","110424922266960422","Karmine Corp","La Ligue Française"
"pcs_summer_2021","106269875362449980","J Team","PCS"
"lcs_summer_2020","104174992692075107","Cloud9","LCS"
"ljl_summer_2020","104169308670244006","DetonatioN FocusMe","LJL"
"lco_split_2_2021","106273204408903419","MAMMOTH","LCO"
"cblol_split_2_2022","108211865716506571","INTZ","CBLOL"
"greek_legends_league_spring_2021","105522904800920947","Gamespace Mediterranean College Esports","Greek Legends League"
"worlds_2022","108998961191900167","CTBC Flying Oyster","PCS"
"nlc_spring_2022","107417432877679361","JD|XL","NLC"
"worlds_2020","104841804583318464","Dplus Kia","LCK"
"ljl_spring_2021","105562833911566614","Crest Gaming Act","LJL"
"lcs_spring_2023","109517090066605615","Cloud9","LCS"
"worlds_2022","108998961191900167","MAD Lions","LEC"
"lco_split_2_2022","108197674522551242","MAMMOTH","LCO"
"cblol_academy_split_1_2021","105562692792011783","LOUD Academy","CBLOL Academy"
"lrn_closing_2023","110372140231846916","Tomorrow Esports","North Regional League"
"cblol_split_1_2022","107405837336179496","FURIA","CBLOL"
"prime_league_spring_2023","109539770333903339","E WIE EINFACH E-SPORTS","Prime League"
"emea_masters_summer_2023","110535609415063567","Anorthosis Famagusta Esports","Greek Legends League"
"hitpoint_masters_summer_2023","110444842958969834","Dynamo Eclot","Hitpoint Masters"
"superliga_spring_2022","107468241207873310","Barça Esports","SuperLiga"
"worlds_2021","106926282333089592","100 Thieves","LCS"
"european_masters_spring_2021_main_event","105990084003609117","Schalke 04 Evolution","Prime League"
"lcs_summer_2020","104174992692075107","Immortals Progressive","LCS"
"worlds_2020","104841804583318464","Movistar R7","LLA"
"prime_league_spring_2021","105562556573338448","PENTA 1860","Prime League"
"prime_league_spring_2021","105562556573338448","SK Gaming Prime","Prime League"
"ebl_summer_2023","110418013822985087","Crvena Zvezda Esports","Esports Balkan League"
"nlc_summer_2023","110425082378454783","Domino Esports","NLC"
"ultraliga_summer_2022","108171991239909862","Zero Tenacity","Esports Balkan League"
"european_masters_spring_2021_play_ins","105945560578760612","Illuminar Gaming","Ultraliga"
"ljl_academy_2021","106828136191077157","DFM Academy","LJL Academy"
"cblol_split_1_2021","105539760572983266","FURIA","CBLOL"
"lfl_2021_summer","106313258182079617","Team BDS Academy","La Ligue Française"
"lfl_2022_summer","108158179538212767","Mirage-Elyandra","La Ligue Française"
"vcs_winter_2021","107256578722475733","BTS ESPORTS","VCS"
"nacl_qualifiers_2_spring_2023","109974742840567627","Conviction","LCS Challengers Qualifiers"
"ultraliga_summer_2023","110310652404523974","Alior Bank Team","Ultraliga"
"worlds_2021","106926282333089592","RED Kalunga","CBLOL"
"european-masters-spring-2020","103936903203607374","JD|XL","NLC"
"pg_nationals_summer_2022","108166853206827117","Esports Empire","PG Nationals"
"worlds_2020","104841804583318464","G2 Esports","LEC"
"mss_2021","105788932118361426","Cloud9","LCS"
"eu_masters_summer_2020","104727755399361381","EGN Esports","Liga Portuguesa"
"ultraliga_summer_2021","106301901327374691","AGO Rogue","Ultraliga"
"lla_opening_2023","109672513958565698","All Knights","LLA"
"prime_league_summer_2021","106305935741165084","EURONICS Gaming","Prime League"
"european_masters_summer_2022_play_ins","108746545967156991","Illuminar Gaming","Ultraliga"
"emea_masters_summer_2023","110535609415063567","Movistar Riders","SuperLiga"
"emea_masters_spring_play_ins_2023","110016413865287161","Aegis","La Ligue Française"
"liga_portuguesa_summer_2021","106311748110571694","White Dragons","Liga Portuguesa"
"liga_portuguesa_summer_2022","108171576055718204","White Dragons","Liga Portuguesa"
"emea_masters_summer_2023","110535609415063567","White Dragons","Liga Portuguesa"
"cblol_split_1_2021","105539760572983266","LOUD","CBLOL"
"ljl_spring_2023","109710208772220245","DetonatioN FocusMe","LJL"
"lfl_2022_summer","108158179538212767","Team GO","La Ligue Française"
"pcs_spring_2023","109704924270305512","Deep Cross Gaming","PCS"
"lla-closing-2020","104237136838348356","All Knights","LLA"
"european_masters_spring_2021_main_event","105990084003609117","Anorthosis Famagusta Esports","Greek Legends League"
"prime_league_summer_2022","108158210393938046","Unicorns of Love Sexy Edition","Prime League"
"superliga_spring_2022","107468241207873310","G2 Arctic","SuperLiga"
"vcs_summer_2023","110416959491275651","CERBERUS ESPORTS","VCS"
"superliga_summer_2021","106312505037543791","Team Queso","SuperLiga"
"emea_masters_summer_2023","110535609415063567","SK Gaming Prime","Prime League"
